chr	Pos_hg19	Strand	Transcript	Gene	UsedSite	Expression_Average_(%)	Expression_Average_(read)	nbSamp	MES	SSF	bp_pos	bp_zsc	BPP_class	ss_dist	svm_scr	SVM_class	branchpoint_dist	branchpoint_prob	branchpoint_class	LB_pos	LB_score	LB_class	RNABPS_pos	RNABPS_score	RNABPS_class	Cum_class
chr19	1057967	+	NM_019112	ABCA7	1	14.92	3.44	64	8.08	83.06	28	5.83	Yes	23	1.83	Yes	27	0.77	Yes	-27	0.7	Yes	43	66.48	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: No
chr19	1057972	+	NM_019112	ABCA7	1	1.1	0.22	12	1.71	0	33	6.24	Yes	28	1.82	Yes	0	0	No	-32	0.67	Yes	38	66.12	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr19	1058803	+	NM_019112	ABCA7	1	0.74	0.19	11	1.98	0	10	2.7	No	42	-3.99	No	24	0.78	Yes	-15	0.32	No	60	24.97	No	BPP: No, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr19	1061966	+	NM_019112	ABCA7	1	0.93	0.19	10	7.83	80.85	35	7.35	Yes	22	2.55	Yes	0	0	No	-34	0.89	Yes	36	90.74	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	229654601	-	NM_012089	ABCB10	1	0.29	0.24	14	7.31	81.17	25	4.93	No	47	0.96	Yes	0	0	No	-49	0.47	No	16	46.13	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr1	229657142	-	NM_012089	ABCB10	1	0.14	0.13	9	0.48	0	16	4.35	No	3	0.22	No	0	0	No	-15	0.81	Yes	55	70.88	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr1	229657393	-	NM_012089	ABCB10	1	0.27	0.21	13	-1.5	0	24	5.48	No	24	0.69	No	33	0.51	Yes	-23	0.81	Yes	NA	NA	NA	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: No
chr1	229666084	-	NM_012089	ABCB10	1	0.27	0.17	9	7.41	89.27	25	5.05	No	69	-4.7	No	0	0	No	-24	0.51	No	45	61.72	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr1	229674655	-	NM_012089	ABCB10	1	1.6	0.79	33	3.73	70.31	36	5.16	No	16	0.42	No	0	0	No	-28	0.91	Yes	42	92.78	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr1	229676496	-	NM_012089	ABCB10	1	1.97	1.53	55	2.14	0	43	7.46	Yes	30	1.24	Yes	0	0	No	-27	0.47	No	43	42.68	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr1	229685332	-	NM_012089	ABCB10	1	1.02	0.21	12	-0.51	0	34	7.67	Yes	48	1.44	Yes	0	0	No	-33	0.96	Yes	37	96.02	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr7	87048336	-	NM_018849	ABCB4	1	1.99	0.22	12	7.34	80.48	31	4.58	No	4	0.3	No	0	0	No	-28	0.45	No	47	55.75	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr7	87081034	-	NM_018849	ABCB4	1	5.92	0.44	22	5.89	92.59	25	4.8	No	76	0.82	Yes	0	0	No	-24	0.72	Yes	50	47.45	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr7	87081034	-	NM_018849	ABCB4	1	2.25	0.24	12	5.89	92.59	25	4.8	No	76	0.82	Yes	0	0	No	-24	0.72	Yes	50	47.45	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr2	220074993	-	NM_005689	ABCB6	1	0.56	0.43	24	2.3	71.46	38	6.06	Yes	32	1.49	Yes	0	0	No	-22	0.79	Yes	48	62	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr2	220075312	-	NM_005689	ABCB6	1	0.54	0.36	20	3.44	73.19	19	6.38	Yes	64	0.84	Yes	0	0	No	-18	0.45	No	52	80.65	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr2	220075539	-	NM_005689	ABCB6	1	0.12	0.1	7	-4.33	0	12	4	No	46	2.52	Yes	0	0	No	-58	0.62	No	12	59.78	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr2	220075572	-	NM_005689	ABCB6	1	1.32	0.81	37	1.71	72.83	26	6.01	Yes	13	2.56	Yes	25	0.94	Yes	-25	0.55	No	45	55.67	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chrX	74282995	-	NM_001271698	ABCB7	1	0.55	0.51	30	8.81	83.26	22	6.34	Yes	9	0.83	Yes	0	0	No	-21	0.72	Yes	34	38.55	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chrX	74285021	-	NM_001271698	ABCB7	1	0.16	0.18	10	-1.83	62	38	7.92	Yes	25	0.7	No	0	0	No	-23	0.29	No	38	61.7	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chrX	74285021	-	NM_001271698	ABCB7	1	0.93	0.99	43	-1.83	62	38	7.92	Yes	25	0.7	No	0	0	No	-23	0.29	No	38	61.7	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chrX	74291540	-	NM_001271698	ABCB7	1	0.4	0.22	13	4.29	73.93	38	4.21	No	5	0.79	Yes	32	0.59	Yes	-33	0.56	No	37	55.56	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chrX	74317374	-	NM_001271698	ABCB7	1	0.49	0.42	22	6.09	85.75	40	5.52	No	54	0.55	No	0	0	No	-28	0.7	Yes	42	89.33	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr7	150734327	+	NM_001282291	ABCB8	1	21.2	6.56	72	7.46	81.45	34	7.45	Yes	21	1.23	Yes	20	0.8	Yes	-33	0.85	Yes	37	87.91	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr7	150734370	+	NM_001282291	ABCB8	1	7.31	2.32	57	7.33	89.74	46	7.14	Yes	64	1.23	Yes	28	0.76	Yes	-28	0.62	No	25	81.28	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: No, RNABPS: Yes
chr16	16110418	+	NM_004996	ABCC1	1	0.18	0.22	12	9.5	87.04	42	7.67	Yes	29	1.42	Yes	0	0	No	-29	0.57	No	29	65.45	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr16	16110440	+	NM_004996	ABCC1	1	0.32	0.38	22	10.09	85.26	29	5.56	No	51	1.41	Yes	0	0	No	-28	0.95	Yes	42	97.53	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	16127145	+	NM_004996	ABCC1	1	4.47	2.54	55	10.82	89.81	43	6.04	Yes	30	1.68	Yes	0	0	No	-28	0.61	No	28	68.71	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr16	16134973	+	NM_004996	ABCC1	1	2.19	2.13	54	10.07	88.27	24	7.42	Yes	11	1.47	Yes	0	0	No	-23	0.92	Yes	47	94.33	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr16	16138310	+	NM_004996	ABCC1	1	0.17	0.18	9	3.62	0	22	6.74	Yes	9	1.08	Yes	0	0	No	-30	0.76	Yes	40	55.16	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr16	16151287	+	NM_004996	ABCC1	1	0.12	0.18	10	10.78	85.36	29	5.42	No	16	0.32	No	0	0	No	-28	0.91	Yes	42	91.43	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr16	16192729	+	NM_004996	ABCC1	1	0.92	0.63	30	6.08	87.97	30	7.41	Yes	68	1.05	Yes	30	0.85	Yes	-29	0.61	No	41	59.67	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr16	16197749	+	NM_004996	ABCC1	1	0.68	0.54	29	-0.31	0	17	4.12	No	4	0.43	No	0	0	No	-16	0.94	Yes	54	65.48	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr16	16199256	+	NM_004996	ABCC1	1	0.18	0.17	10	7.72	88.31	15	6.68	Yes	2	1.44	Yes	21	0.62	Yes	-21	0.7	Yes	49	54.76	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: No
chr16	16228518	+	NM_004996	ABCC1	1	0.32	0.24	11	9.03	88.34	44	9.84	Yes	31	0.99	Yes	0	0	No	-43	0.96	Yes	27	97.77	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	43398485	+	NM_001198934	ABCC10	1	14.74	1.32	53	7.64	93.81	25	7.21	Yes	47	1.4	Yes	24	0.71	Yes	-24	0.78	Yes	46	70.26	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr6	43400969	+	NM_001198934	ABCC10	1	0.9	0.1	7	4.64	73.46	54	7.19	Yes	9	0.86	Yes	24	0.71	Yes	-32	0.77	Yes	49	59.84	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: No
chr6	43400972	+	NM_001198934	ABCC10	1	4.51	0.42	25	6.79	82.6	57	7.37	Yes	12	0.85	Yes	24	0.71	Yes	-24	0.69	Yes	46	73.62	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr6	43403830	+	NM_001198934	ABCC10	1	3.1	0.83	39	8.43	79.6	20	4.18	No	12	0.13	No	24	0.76	Yes	-22	0.56	No	48	69.79	Yes	BPP: No, SVM: No, Branch: Yes, LB: No, RNABPS: Yes
chr6	43406008	+	NM_001198934	ABCC10	1	3.23	0.92	39	4.15	0	15	4.58	No	2	0.15	No	0	0	No	-20	0.65	No	50	66.16	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr6	43406074	+	NM_001198934	ABCC10	1	4.32	1.21	51	2.59	83.23	21	4.8	No	68	0.09	No	0	0	No	-20	0.94	Yes	50	89.34	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr6	43410650	+	NM_001198934	ABCC10	1	0.59	0.22	13	-0.36	71.73	26	6.39	Yes	58	1.78	Yes	0	0	No	-25	0.9	Yes	45	93.43	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr6	43411639	+	NM_001198934	ABCC10	1	0.7	0.17	10	-7.27	0	9	4.47	No	64	-5.68	No	22	0.53	Yes	-28	0.43	No	59	34.16	No	BPP: No, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr6	43412909	+	NM_001198934	ABCC10	1	0.47	0.14	10	6.17	75.49	25	5.18	No	44	0.52	No	0	0	No	-28	0.52	No	47	41.32	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr6	43412981	+	NM_001198934	ABCC10	1	2.76	0.69	35	8.11	82.3	29	8.96	Yes	62	0.74	No	0	0	No	-28	0.36	No	41	44.35	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr6	43413552	+	NM_001198934	ABCC10	1	0.76	0.25	15	5.59	75.81	25	4.51	No	12	-1.42	No	0	0	No	-24	0.73	Yes	46	78.15	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr6	43414288	+	NM_001198934	ABCC10	1	3.04	0.61	30	6.58	83.31	14	6.01	Yes	73	1.98	Yes	0	0	No	-33	0.46	No	37	62.38	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr6	43415243	+	NM_001198934	ABCC10	1	1.74	0.36	19	7.36	81.68	37	7.28	Yes	24	1.54	Yes	0	0	No	-36	0.92	Yes	34	96.75	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	95676454	-	NM_005845	ABCC4	1	0.19	0.13	8	3.06	0	32	6.4	Yes	19	1.78	Yes	0	0	No	-35	0.53	No	35	69.54	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr13	95690991	-	NM_005845	ABCC4	1	1.33	0.88	35	9.04	85.52	31	6.87	Yes	18	1.41	Yes	0	0	No	-30	0.61	No	40	68.98	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr13	95691861	-	NM_005845	ABCC4	1	0.55	0.4	22	8.39	80.2	25	6.08	Yes	27	1.02	Yes	0	0	No	-25	0.57	No	46	42.03	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr13	95696717	-	NM_005845	ABCC4	1	0.4	0.24	13	-2.78	68.12	12	4.55	No	19	0.83	Yes	22	0.64	Yes	-24	0.35	No	23	22.25	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr13	95698297	-	NM_005845	ABCC4	1	0.86	0.51	28	8.49	88.14	26	5.98	Yes	13	1.39	Yes	0	0	No	-25	0.66	No	45	76.69	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: Yes
chr13	95714234	-	NM_005845	ABCC4	1	0.24	0.18	10	11.43	90.56	30	8.31	Yes	17	1.84	Yes	0	0	No	-29	0.84	Yes	41	84.63	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	95727765	-	NM_005845	ABCC4	1	0.81	0.65	35	9.49	93.42	17	6.08	Yes	56	1.61	Yes	0	0	No	-31	0.69	Yes	39	61.1	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr13	95748434	-	NM_005845	ABCC4	1	13.87	7.86	72	10.74	86.37	27	6.48	Yes	51	1.16	Yes	26	0.52	Yes	-26	0.88	Yes	44	68.67	No	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: No
chr13	95757358	-	NM_005845	ABCC4	1	2.16	1.18	49	9.97	79.76	32	6.72	Yes	19	1.51	Yes	0	0	No	-31	0.8	Yes	39	92.03	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	95765819	-	NM_005845	ABCC4	1	0.41	0.28	14	9.33	82.63	29	5.44	No	49	1.12	Yes	0	0	No	-28	0.77	Yes	42	82.02	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	95809577	-	NM_005845	ABCC4	1	1.26	0.97	39	7.28	85.02	26	7.55	Yes	13	1.48	Yes	0	0	No	-25	0.93	Yes	45	94.23	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	95830043	-	NM_005845	ABCC4	1	2.57	1.57	55	1.01	0	27	6.21	Yes	14	1.6	Yes	0	0	No	-26	0.91	Yes	44	91.6	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	95858970	-	NM_005845	ABCC4	1	0.2	0.13	9	7.82	87.16	21	5.58	Yes	32	0.31	No	0	0	No	-29	0.73	Yes	41	80.91	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr13	95861566	-	NM_005845	ABCC4	1	2.38	1.03	37	8.82	78.1	38	7.48	Yes	25	1.19	Yes	0	0	No	-37	0.79	Yes	33	80.86	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr13	95872432	-	NM_005845	ABCC4	1	0.9	0.53	28	5.97	79.63	39	5.08	No	0	0.41	No	0	0	No	-26	0.92	Yes	44	91.94	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr13	95918519	-	NM_005845	ABCC4	1	10.74	4.06	69	12.09	91.25	34	7.53	Yes	38	0.75	No	33	0.74	Yes	-33	0.83	Yes	37	94.36	Yes	BPP: Yes, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr13	95921677	-	NM_005845	ABCC4	1	6.88	2.31	54	2.17	83.95	99	9.78	Yes	39	0.05	No	26	0.28	Yes	-26	0.3	No	44	33.08	No	BPP: Yes, SVM: No, Branch: Yes, LB: No, RNABPS: No
chrX	153002095	+	NM_000033	ABCD1	1	2.13	0.13	8	5.91	75.11	37	6.13	Yes	60	2.71	Yes	0	0	No	-36	0.74	Yes	38	76.1	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr12	39966845	-	NM_005164	ABCD2	1	4.01	0.68	31	10.16	90.58	18	5.83	Yes	5	1.38	Yes	0	0	No	-27	0.69	Yes	43	64.27	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr12	39966912	-	NM_005164	ABCD2	1	10.76	1.6	57	8.27	96.71	27	4.77	No	58	0.95	Yes	0	0	No	-26	0.42	No	46	39.55	No	BPP: No, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr12	39971315	-	NM_005164	ABCD2	1	1.92	0.24	14	8.02	90.88	22	5	No	25	0.71	No	0	0	No	-21	0.65	No	44	62.75	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr12	39980127	-	NM_005164	ABCD2	1	3.02	0.56	27	8.21	79.22	27	3.77	No	44	1.73	Yes	32	0.24	Yes	-26	0.68	Yes	44	66.31	No	BPP: No, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: No
chr12	39987566	-	NM_005164	ABCD2	1	2.62	0.42	21	5.01	88.31	25	5.09	No	37	-1.75	No	0	0	No	-25	0.28	No	48	23.05	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr12	39991306	-	NM_005164	ABCD2	1	0.86	0.17	10	7.92	84.43	28	6.48	Yes	52	1.39	Yes	0	0	No	-27	0.88	Yes	43	86.92	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr1	94921288	+	NM_002858	ABCD3	1	4.04	2.17	58	4.09	71.09	20	4.08	No	69	-5.84	No	29	0.66	Yes	-29	0.73	Yes	41	77.99	Yes	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr1	94925883	+	NM_002858	ABCD3	1	0.28	0.19	11	12.19	89.72	25	6.98	Yes	70	1.07	Yes	0	0	No	-24	0.67	Yes	46	53.02	No	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr1	94944079	+	NM_002858	ABCD3	1	10.48	11.56	71	7.96	79.53	30	6.56	Yes	17	1.45	Yes	29	0.92	Yes	-29	0.8	Yes	41	88.18	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr1	94946964	+	NM_002858	ABCD3	1	0.65	0.65	31	7.13	90.95	21	4.86	No	60	1.04	Yes	0	0	No	-20	0.78	Yes	50	69.58	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr1	94972051	+	NM_002858	ABCD3	1	0.18	0.22	13	8.69	81.33	32	5.73	Yes	61	0.66	No	27	0.73	Yes	-31	0.73	Yes	39	79.76	Yes	BPP: Yes, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr14	74755989	-	NR_003256	ABCD4	1	5.6	1.19	46	7.38	85.44	24	5.85	Yes	11	1.72	Yes	23	0.93	Yes	-23	0.96	Yes	47	95.68	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr14	74756886	-	NR_003256	ABCD4	1	0.37	0.13	7	-12.62	0	28	6.4	Yes	41	-0.99	No	0	0	No	-32	0.51	No	38	34.8	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	74756890	-	NR_003256	ABCD4	1	0.43	0.15	11	0.52	60.97	24	6.08	Yes	37	-0.98	No	0	0	No	-28	0.51	No	42	51.52	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr14	74762678	-	NR_003256	ABCD4	1	9.4	1.88	56	2.48	0	43	7.81	Yes	56	0.23	No	18	0.08	Yes	-33	0.47	No	30	71.19	Yes	BPP: Yes, SVM: No, Branch: Yes, LB: No, RNABPS: Yes
chr4	146025540	+	NM_002940	ABCE1	1	7.48	24.08	72	1.51	79.6	37	7.42	Yes	24	0.98	Yes	33	0.53	Yes	-36	0.7	Yes	34	89.15	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr4	146029167	+	NM_002940	ABCE1	1	0.03	0.17	12	-16.79	0	35	6.8	Yes	10	0.68	No	21	0.54	Yes	-34	0.44	No	NA	NA	NA	BPP: Yes, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr4	146036434	+	NM_002940	ABCE1	1	0.2	0.74	33	7.78	79	26	6.16	Yes	13	1.68	Yes	0	0	No	-25	0.94	Yes	45	92.46	Yes	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr4	146038446	+	NM_002940	ABCE1	1	0.08	0.28	14	-13.88	0	23	5.1	No	10	0.3	No	0	0	No	-26	0.76	Yes	NA	NA	NA	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr4	146041119	+	NM_002940	ABCE1	1	1.02	3.11	68	5.39	83.21	32	6.38	Yes	60	1.31	Yes	0	0	No	-28	0.41	No	42	57.8	No	BPP: Yes, SVM: Yes, Branch: No, LB: No, RNABPS: No
chr4	146041158	+	NM_002940	ABCE1	1	0.09	0.29	15	4.25	78.76	15	5.28	No	58	0.26	No	0	0	No	-25	0.89	Yes	45	91.06	Yes	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr4	146042457	+	NM_002940	ABCE1	1	0.2	1.01	41	-3.63	0	15	4	No	49	1.13	Yes	23	0.35	Yes	-61	0.46	No	49	48.88	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr4	146042755	+	NM_002940	ABCE1	1	0.03	0.18	11	3.17	70.84	31	5.94	Yes	48	0.78	Yes	31	0.68	Yes	-31	0.81	Yes	39	91.5	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr4	146044630	+	NM_002940	ABCE1	1	0.02	0.15	11	-12.54	0	14	4.33	No	45	0.09	No	0	0	No	-27	0.84	Yes	NA	NA	NA	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr4	146049216	+	NM_002940	ABCE1	1	0.04	0.17	10	9.09	92.11	34	4.07	No	9	0.11	No	0	0	No	-30	0.43	No	40	67.52	No	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: No
chr7	150911292	-	NM_007189	ABCF2	1	0.1	0.24	12	-8.17	0	9	4.05	No	43	-3.26	No	21	0.93	Yes	-19	0.52	No	63	27.64	No	BPP: No, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr7	150912186	-	NM_007189	ABCF2	1	0.3	0.93	41	-1.04	0	19	4.36	No	75	-5.56	No	23	0.83	Yes	-18	0.81	Yes	52	58.31	No	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: No
chr7	150914875	-	NM_007189	ABCF2	1	0.4	1.15	39	6.24	88.76	34	5.93	Yes	21	0.52	No	0	0	No	-33	0.45	No	40	62.36	No	BPP: Yes, SVM: No, Branch: No, LB: No, RNABPS: No
chr7	150922069	-	NM_007189	ABCF2	1	0.09	0.28	12	-4.47	0	15	3.87	No	28	1.57	Yes	0	0	No	-40	0.86	Yes	30	95.85	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr7	150923618	-	NM_007189	ABCF2	1	2.19	4.14	68	-6.2	0	15	4.24	No	62	-3.85	No	33	0.45	Yes	-14	0.65	No	56	62.11	No	BPP: No, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr3	183905151	+	NM_018358	ABCF3	1	0.97	0.99	43	8.02	90.31	18	4.36	No	13	0.42	No	25	0.72	Yes	-25	0.9	Yes	45	74.68	Yes	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr3	183906381	+	NM_018358	ABCF3	1	0.19	0.15	10	11.41	87.87	27	6.15	Yes	42	0.29	No	0	0	No	-26	0.88	Yes	44	90.38	Yes	BPP: Yes, SVM: No, Branch: No, LB: Yes, RNABPS: Yes
chr3	183907021	+	NM_018358	ABCF3	1	0.2	0.19	10	4.79	73.34	15	5.36	No	2	1.15	Yes	23	0.87	Yes	-13	0.49	No	56	47.02	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr3	183907152	+	NM_018358	ABCF3	1	0.42	0.4	19	4.35	71.01	18	4.62	No	51	0.06	No	26	0.64	Yes	-17	0.54	No	53	57.98	No	BPP: No, SVM: No, Branch: Yes, LB: No, RNABPS: No
chr3	183907366	+	NM_018358	ABCF3	1	0.3	0.33	17	4.5	70.24	32	5.54	No	52	1.78	Yes	0	0	No	-24	0.84	Yes	46	74.21	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr3	183907408	+	NM_018358	ABCF3	1	0.12	0.14	8	4	77.83	31	4.95	No	61	0.82	Yes	22	0.45	Yes	-25	0.63	No	40	55.23	No	BPP: No, SVM: Yes, Branch: Yes, LB: No, RNABPS: No
chr3	111702868	+	NM_001272069	ABHD10	1	0.09	0.11	8	5.37	84.16	30	4.85	No	50	0.66	No	0	0	No	-29	0.46	No	41	84.46	Yes	BPP: No, SVM: No, Branch: No, LB: No, RNABPS: Yes
chr3	111705303	+	NM_001272069	ABHD10	1	0.09	0.11	8	2.91	83.57	34	5.55	No	33	1.74	Yes	0	0	No	-34	0.71	Yes	36	92.69	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr7	73152403	-	NM_148913	ABHD11	1	1.68	0.31	18	6.04	81.14	23	5.29	No	72	-2.53	No	25	0.8	Yes	-25	0.71	Yes	45	81.99	Yes	BPP: No, SVM: No, Branch: Yes, LB: Yes, RNABPS: Yes
chr7	73152473	-	NM_148913	ABHD11	1	4.87	0.65	34	6.79	73.73	56	6.24	Yes	19	1.68	Yes	31	0.92	Yes	-31	0.83	Yes	39	89.87	Yes	BPP: Yes, SVM: Yes, Branch: Yes, LB: Yes, RNABPS: Yes
chr20	25282015	-	NM_001042472	ABHD12	1	0.23	0.25	15	9.28	95.64	23	4.66	No	64	1.11	Yes	0	0	No	-23	0.69	Yes	47	62.28	No	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr20	25282975	-	NM_001042472	ABHD12	1	0.16	0.19	12	1.78	0	11	4.12	No	12	2.46	Yes	0	0	No	-32	0.81	Yes	38	70.75	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr20	25287550	-	NM_001042472	ABHD12	1	0.16	0.15	9	-9.67	0	28	8.99	Yes	48	1.55	Yes	0	0	No	-27	0.67	Yes	NA	NA	NA	BPP: Yes, SVM: Yes, Branch: No, LB: Yes, RNABPS: No
chr20	25288680	-	NM_001042472	ABHD12	1	0.28	0.31	20	-1.01	82.14	25	5.46	No	12	0.89	Yes	0	0	No	-24	0.89	Yes	46	89.85	Yes	BPP: No, SVM: Yes, Branch: No, LB: Yes, RNABPS: Yes
chr20	25299792	-	NM_001042472	ABHD12	1	1.32	1.11	44	-0.46	58.83	29	5.48	No	16	0.53	No	0	0	No	-28	0.8	Yes	42	58.02	No	BPP: No, SVM: No, Branch: No, LB: Yes, RNABPS: No
chr20	25319641	-	NM_001042472	ABHD12	1	1.36	1.86	54	4.82	71.53	31	5.57	Yes	51	-2.28	No	24	0.61	Yes	-30	0.52	No	42	35.87	No	BPP: Yes, SVM: No, Branch: Yes, LB: No, RNABPS: No
